personality_type,956,1367,1375,5520,5524,1873,5870,1751,5258,368,2242,2301,1636,8268,8288,2775,2803,8344,8354,9007
601,0.737153062,0.77086367,0.77922352,0.753083518,0.695380527,0.743264189,0.742213805,0.685187545,0.65687256,0.709495184,0.750470441,0.745110833,0.61470521,0.754419065,0.753906252,0.690435121,0.705140741,0.64494594,0.738302942,0.735661457
602,0.240797189,0.222654229,0.230887525,0.239411173,0.239358466,0.282519282,0.283022115,0.330807758,0.370668682,0.303376715,0.242134135,0.252191511,0.380079125,0.222119961,0.226363555,0.309987016,0.316760292,0.349939795,0.22850103,0.270084521
