"cluster","mean","stdev","intercept","C1","C2","C3","C4","C5","C6","E1","E2","E3","E4","E5","E6","O1","O2","O3","O4","O5","O6","N1","N2","N3","N4","N5","N6","A1","A2","A3","A4","A5","A6","gender","age"
4814,1.67434762751555,0.692549751357414,0.455589332185742,0.494662444381272,-0.110015072383369,0.0621578832050824,0.202775466651705,-0.245615109662981,0.179939499558937,0.285005361658797,0.00969023795812069,0.238115830759046,0.122210341474455,0.0338505392735179,0.614345854598697,-0.0271269627849037,-0.142861431076489,0.127686685425771,-0.0474629148988628,0.339291557027239,0.0319316715360159,-0.0252942850417821,0.166748836692231,0.223366088234491,0.0589926442455982,0.0137613756672246,-0.0386779509101961,-0.139878240926857,0.146888627209841,0.620165129935795,-0.136531950423897,-0.190363073629617,0.0306305793847111,-0.141940757874563,-0.457361801149522
6020,0.892592348710226,0.810632517558915,0.29740504451123,-0.0170267750733812,-0.0619722096268136,0.220987255682154,-0.188656144797855,0.40105082535834,-0.29305486710785,-0.052301425583836,0.142590098358488,-0.246488416736979,-0.085581657937189,-0.0196510218577885,-0.120345150343071,0.392964769110993,-0.188737095335745,0.230651488280321,-0.105470972318649,-0.25424407206814,0.074913658699966,0.3259875662641,-0.18627678327242,0.393918443160977,0.483169368672701,0.0596321556220389,0.225897203533125,0.0923786614306597,-0.336500028686743,0.806062041910491,-0.0211210424108916,-0.596049453705726,0.0640287135198243,-0.323682099513115,-0.634244676651004
4687,0.509528234593882,1.15747945901274,-0.678054690811777,-0.488212062246785,-0.0612653847236222,-0.128991794324418,0.492445582762277,0.172392923115134,-0.301056975004957,0.306722006861385,0.306614194184197,-0.459526547317061,0.0389930307971987,-0.113784527988227,0.743070935573708,0.428900601275328,0.026962098342245,1.2067979941891,-0.523275236642333,0.188166491287158,-0.239562721494556,0.652803477948937,0.585142406603148,0.295417423302695,0.0333297577775003,-0.045467168786284,0.405459083055048,0.0346629638852787,0.133316895373435,-0.302466954170476,0.237182441880161,0.228788414702205,0.0514803137336858,-0.471579865377898,-0.196235015093979
4845,0.840025129979931,0.896760168517152,-0.0523021942250072,-0.265467652141017,-0.201406436386972,-0.0194793823374266,0.279103806879975,0.205788954587644,-0.177325580544632,0.354576955064936,-0.144062260792747,-0.313679561303885,0.0897590396135113,0.0133829842491794,0.43577554952074,0.02727391984799,0.102210239133458,0.588237913960204,-0.262777302254791,-0.0985834047350604,-0.243033728030346,1.05864396234322,-0.111200055447971,0.749650786494169,-0.051359888017637,0.177198396800459,0.167042389718257,-0.0698660654636456,0.605078025341175,-0.169545931684495,-0.00558631238396037,-0.0161300586882677,0.108457107928137,-0.126331443710979,0.0609118241429187
713,1.37544114484971,0.83095057192864,0.121333734012511,0.507284383528981,0.0695483598235388,-0.0195852372730582,0.348310488814006,0.352495479219377,0.0634059986028129,0.215912740731659,-0.280034511558046,0.174758536505345,0.225166878367005,-0.0465109176317113,0.196282646698012,0.299014649477198,0.0381897789504614,-0.0945341889448374,-0.104758212205345,0.752654626045836,0.170797826611106,0.177233971415614,-0.270008110758067,0.194445873890838,0.00937916774599231,-0.0520335335291577,-0.126023981536892,-0.26065807752309,0.228356567878711,0.0599698613326469,-0.0014007265227121,-0.0771005143791066,0.248495443275749,-0.0531077893142592,-0.0355158567000982
2146,-0.471501261771238,0.98879839854532,-0.106540851103491,-0.617971674214025,-0.113156187484425,-0.0541338149336464,0.0320378393976279,0.203362041593054,0.121341514792874,-0.69163257672927,0.329289146653753,-0.567680915385253,0.130799938633952,0.381631556775166,0.480912458934591,0.106559852050023,-0.0477481964996632,-0.113800253955457,0.13408967945752,-0.551699572719519,-0.131594054984109,0.550268220844857,0.109618707968219,0.371934001916954,0.542816670708553,-0.296210863753791,0.316104483968112,0.260732424898207,-0.0578897895634642,0.19521720196629,-0.273261115523319,-0.0951733386750603,-0.0419605947151527,0.0991188019868561,-0.100940872016283
2147,-0.713209789014835,0.919369244921151,-0.777095457762582,0.121394411653942,-0.0995932562843645,0.143028738542405,-0.231290094078095,0.0159056631781873,-0.118609555902324,-0.00681221407344088,0.300295028872831,-0.114412614155222,-0.346574780982782,0.322024221606201,-0.0250281345822605,0.310250164998161,-0.151987374390443,-0.523480740937153,-0.0950035545172397,-0.302481905314057,0.114225251506458,0.407490784222825,-0.37217899330239,0.761950328503784,0.517469878937424,-0.143914377837795,0.251399330848228,-0.0415224682246898,-0.0466175311077686,0.815710176597168,-0.185047050785753,-0.189243616274184,-0.444341206329304,0.17102059096614,-0.305449640863921
2149,0.0405028101882165,0.849377467645865,-0.147539194188372,-0.392615174070765,0.197835774123415,0.518767520867166,0.430745525925836,-0.101841362095763,-0.157405954856738,-0.242341136557703,-0.0664013312572969,0.0707637818789827,0.391601869756349,-0.0980963143364014,0.0278061879336199,-0.0128872784806391,-0.161529776097759,-0.262282111951006,-0.371410123948512,-0.0330574725566055,-0.233212431035278,0.553888857262147,0.299392007794599,0.100251988510542,0.468679074727803,-0.124540577442956,0.00143344116263268,-0.326597946495818,-0.104517795602437,0.522041626783917,-0.556134995522151,0.026384797002763,-0.17207673761795,0.0226401006461759,-0.0145017960648881
2153,-0.373694955312109,1.23619836094832,-0.0460765867604374,-0.44850402740192,-0.0530134069035307,-0.178177543914627,-0.546053017282358,-0.429199441336232,0.0277241375766302,-0.145287517563238,0.191848234004447,0.00214607337047076,-0.133917856595839,0.341043645576745,0.222107685037698,0.274244217614616,-0.11305169684262,0.0298106740260434,0.250349215450127,-0.32415703604607,0.0495357182883881,0.168984020303046,-0.0838821597340696,0.864472405553918,0.262547834906697,-0.20351101895405,0.348065920130872,-0.0848270287005265,0.0447742372047657,0.153463125750632,-0.186855748717178,0.0439136519367409,-0.131992852936362,0.071160268617979,-0.748994859911585
2154,0.0472464986749228,1.15896218789969,-0.00727184477694573,0.0646168993783187,-0.0804397971011112,0.101220295712488,-0.187255338102719,0.105429220601663,-0.589832410345123,-0.280699720318161,0.291815188450528,-0.197370289837768,0.0571397400537703,0.0363961941234104,0.0114385655429278,0.26090664466526,-0.0251429633983136,-0.396746461641107,0.19592680215602,-0.34467301745389,0.142694868133731,0.333503435065468,-0.19193990997017,1.22386162177977,0.171299772015327,-0.00136205197579555,0.0289730806594717,0.056764165603764,0.0343764649531997,0.194194596154913,-0.149189968003848,-0.0466804941113073,-0.00582737363402004,0.0890324848427388,-0.850033691360145
