personality_type,263,265,4919,6395,234,461,6456,4256,4263,4264,4900,4920,4252,4257,4259,4261,6438,8197,8250,2766,2782,4618,4619,4620,4622,6878,6884,6904
701,0.716784256,0.655886807,0.726775736,0.598274633,0.748399992,0.721099424,0.693474027,0.755238345,0.752253529,0.720376585,0.767406324,0.741682177,0.761475786,0.75990166,0.743952724,0.770094333,0.769972258,0.708215177,0.703291665,0.650202211,0.663902162,0.688725051,0.712924265,0.722810813,0.701531427,0.722889952,0.672246989,0.676935052
702,0.273773925,0.278793867,0.304277668,0.334030864,0.258493804,0.254603291,0.297828902,0.231940016,0.255510322,0.236657653,0.248216517,0.225475233,0.232663947,0.239456987,0.240720741,0.255599581,0.256948392,0.235274327,0.228791164,0.345037243,0.320184781,0.294304923,0.302134071,0.294042977,0.281945432,0.331079133,0.272128253,0.304308123
