personality_type,1658,1659,2229,2230,2759,2760,2762,2777,2778,2802,2765,2799,3078,2104,2105,3465,3495,3744,4366,739,1015,5228,3732,3735,4367,4369,4438,4363,4999,6963,5184,5185,2228,2237,8272,8281,2751,2752,2753,8831,8835,2764,2768,3492,3493,3494
801,0.661333187,0.775473258,0.727875901,0.771793166,0.782186335,0.826344633,0.830948523,0.800388214,0.759958454,0.821313839,0.718906822,0.799372615,0.63634836,0.611449342,0.600162436,0.726687524,0.662627793,0.563330121,0.646907203,0.724714188,0.467054726,0.582452258,0.748329559,0.652153736,0.615883383,0.628190795,0.605790436,0.760658422,0.638768911,0.69396587,0.707077932,0.706775401,0.597901176,0.636429922,0.621110685,0.639516477,0.736873884,0.810183955,0.730649238,0.504347948,0.540049496,0.736578896,0.724449378,0.626272754,0.57163998,0.674331747
802,0.724751553,0.645036293,0.429439229,0.368288011,0.32070865,0.49416481,0.626319469,0.686173995,0.697751267,0.663935335,0.754064473,0.572409272,0.237009123,0.754860651,0.769799551,0.705850385,0.631409568,0.807968157,0.828849877,0.729662503,0.772050772,0.737019944,0.245456887,0.185273404,0.180478596,0.211272585,0.207970481,0.412609125,0.179512518,0.196801296,0.318919715,0.409549221,0.177566526,0.182398016,0.238432665,0.325925618,0.226843645,0.273280394,0.293118128,0.310943394,0.389671576,0.707783886,0.790002038,0.816551733,0.848812619,0.58047148
803,0.303759617,0.330553073,0.392252972,0.430835777,0.4437276,0.345656678,0.297869104,0.27123233,0.276006911,0.288311049,0.199361453,0.341033081,0.556883061,0.372245339,0.372580197,0.322866839,0.323294632,0.288712647,0.229375826,0.281309859,0.221920179,0.334327251,0.747034317,0.763885747,0.725863965,0.681302572,0.776118369,0.63724392,0.674295,0.588114672,0.741410128,0.729393794,0.764201346,0.795884534,0.712712,0.728963413,0.692973591,0.571336931,0.527413387,0.790083238,0.71818481,0.197555617,0.187200452,0.24547137,0.205228224,0.339560459
804,0.215241284,0.439914392,0.590587109,0.555285297,0.408504628,0.428978323,0.358701996,0.234647348,0.274788933,0.333970164,0.418116866,0.368684827,0.716496852,0.17344442,0.174230115,0.218444637,0.311524079,0.248729517,0.298496119,0.182402301,0.364838577,0.179782911,0.252129145,0.358461391,0.458144944,0.475766985,0.354320291,0.219503701,0.677622182,0.518527602,0.275119022,0.212617217,0.425620973,0.448245778,0.281700933,0.262148449,0.268912296,0.311130379,0.569037708,0.412491886,0.315010675,0.40819362,0.470983827,0.368432202,0.400269953,0.391845811
