personality_type,237,6465,527,528,529,631,960,4801,4930,6322,6893,1018,5542,5572,5602,5770,5849,7278,7281,7393
901,0.79427103,0.801716649,0.788177774,0.801145216,0.797518544,0.791055527,0.788648692,0.775826532,0.753204677,0.751817547,0.745621408,0.513376053,0.203323166,0.207416764,0.213495902,0.339214239,0.357354539,0.405957753,0.391699392,0.399993261
902,0.216735582,0.214980174,0.220389648,0.212947614,0.22780121,0.217590194,0.222063106,0.223863479,0.240859509,0.261043732,0.310205737,0.444700746,0.782453573,0.777875671,0.785110437,0.703321936,0.691155759,0.725123993,0.746319168,0.715246946
