"cluster","mean","stdev","intercept","C1","C2","C3","C4","C5","C6","E1","E2","E3","E4","E5","E6","O1","O2","O3","O4","O5","O6","N1","N2","N3","N4","N5","N6","A1","A2","A3","A4","A5","A6","gender","age"
6895,1.67788610946034,0.706272365479774,0.6817789878302,0.390499694008029,-0.0450722149748255,-0.134994531077266,0.109665804589279,-0.569387612475335,0.173248157797259,0.00666596151322812,-0.0842836614135974,0.407414810350619,0.270985980635767,0.500764163078391,0.118174261148466,0.390665575520063,0.234883755717814,0.187884452178862,-0.122573031681015,0.363641042721441,0.115103145671436,0.146898853574588,0.222607182149068,0.288643080216524,0.0446203800221279,-0.0807608103602275,-0.170347569441947,-0.0242265446740391,-0.0671891003488456,0.230591330199899,0.243748864765223,-0.576987952756203,0.0503197366799855,0.115844643335963,-0.237391494827449
7988,1.61289667364417,0.796453629365129,0.509812161084425,0.763461069589861,0.0663322862517782,0.0605291084922562,-0.199264376045338,-0.074143625326434,0.0745768409875771,0.351110721344687,-0.14348849560971,0.12609180414954,0.0750594703905862,0.0725608672480891,0.519763797244852,0.160498655923056,0.0937047360288432,-0.132600819651082,-0.0635847794956617,0.102374339717257,-0.0963930663043741,0.0674403139185827,-0.149092745428146,0.086425269275059,-0.347881131709081,0.0889003515637275,0.020389296830064,0.0487622061609877,0.143746009782114,0.168501330679971,0.37157046651105,-0.461972537435532,-0.0146506299329002,-0.114666739541489,-0.0854808651285318
7989,1.49918877518538,0.77049803243733,0.669824309132116,1.18274513557444,0.00940153499370843,0.391938366493297,0.087330171111198,-0.0599606168110224,0.155502007092574,0.226344565067865,-0.05138385788826,-0.0527018019438089,0.0412482344082338,-0.0233937548159163,0.0980023284642241,-0.115108941783025,0.108317105992384,0.10877554901367,-0.159449976470368,0.311698060587787,-0.00894529728666024,0.212735949030291,-0.16511713089542,0.119911198924711,-0.187616563586869,0.0981477216079344,-0.037651812017163,0.114474891464805,-0.248703462410203,0.056661117602908,-0.0359038863941699,-0.569071506717311,-0.0759485594430658,-0.108052054448134,-0.115882042223746
3245,1.27863831895375,0.855687179074499,0.475994026559637,0.49719817989009,0.102383323046756,-0.00795022866530836,0.07175789026005,0.047931879934265,0.0551219932916943,0.451211982666909,0.0373506420852626,0.433237232311162,0.270422505227186,0.502229779818236,0.41495389167761,0.281295452433786,0.0881377317666208,0.213998442876563,0.353093578554336,0.182650967790405,0.0492203634603466,0.12919021616568,-0.344140417415676,0.290259850770096,0.0339470041455889,-0.167620915592312,-0.0918618966240676,-0.201041498931011,0.185417781650803,-0.304392870256801,-0.265932572131534,0.116620791908221,0.163636882232321,0.0783487339223674,0.246744228509947
2971,1.15844697914712,1.34521272203335,-0.120328824693247,-0.194789988972106,-0.219257805609392,0.0224633770220513,0.474059108991251,0.0827784887898757,-0.083845314869083,0.422092649667755,-0.42514922671206,0.248197707142286,0.0275597931797406,0.253944931109552,2.08530110349893,0.194888903603086,0.0440438600706259,-0.0258047395916204,-0.171609579318762,0.153125868695897,0.00965692969233011,-0.296232704259254,-0.238006356573775,0.212943305332532,-0.0621723468293987,-0.156505132766342,-0.106284754048337,-0.00192675309252559,-0.0598965461193161,0.185320472599342,0.332371590680995,-0.279761541151386,-0.127131296006409,-0.00498302089811548,0.524922245687932
2990,0.897576251115787,1.23686987392911,-0.0439861362602932,0.206765227751949,-0.0527897245935284,0.0152816170779599,0.191119830451428,0.231219493621173,-0.22719459096338,0.205307581618394,0.139465615112233,0.303266154615409,0.260772742045776,0.688622635819503,1.44499085326657,0.00887761259275979,0.163587889435218,0.280543537132217,-0.207858877258117,-0.00718449695641966,0.0742414795354448,-0.225975952555076,-0.163634576846719,0.09693391198529,-0.295208315326925,-0.0988958130569146,0.0278434090824665,-0.0740819857903484,-0.0915051806804411,0.199758918409056,-0.170442206306307,-0.0102331540609667,0.0651940533452253,0.0301558335954291,0.339053478338203
925,1.2170657058632,0.984308859391897,0.0633026961194992,1.4322496472721,-0.193294961667872,0.206460243526403,-0.388430140394447,0.234190323711984,0.0367720409873047,0.0786705958411897,-0.17695118882196,0.193585909426076,0.20596128247742,0.272169982793673,0.411953194143136,0.360434824433143,0.0422485569166003,-0.051894427867208,0.0675017029173159,0.0584526045271969,0.109926748951095,-0.146145024939541,0.0757660953299707,0.169788117722751,0.0718495907079785,-0.390775737331558,-0.50366174266309,-0.0571813611324878,-0.146085402450664,0.188119377319539,-0.17121055488977,-0.248766129001961,-0.00276528760214159,-0.0325907115871968,-0.117928500120687
5537,1.44459576311576,1.1513432667803,0.0754955619205509,2.19488903712278,-0.25084517178998,-0.053361752920717,0.352614776300067,-0.155589564924685,-0.0487351606527457,-0.00365731413563119,0.0448607556345921,0.404052995983323,0.0405687170830892,-0.058902361676499,0.170119594597373,0.0679838998033709,0.0919071068814603,-0.0880269374494714,0.00510661336281663,-0.111600923865485,0.210225234363865,-0.0682280807842504,0.108613022042033,-0.145154769752796,0.0179559465596307,-0.164910915890287,0.114996532813467,-0.0482605172232571,-0.0405922327185905,0.0525100737446764,0.10316097667369,-0.465402018513687,0.139720079040146,-0.00777207123562699,-0.172394917597914
3915,1.90511171549803,1.23241819379966,0.470149220974527,0.198409586986479,-0.138096418433002,-0.0476683387194808,0.0688154560153946,0.166201473077227,0.00265754478297793,0.0709936707143251,-0.20775530007217,-0.0503802474479449,-0.13588346739116,-0.12953750490522,2.34305724622114,0.00380708995264612,-0.184254459045944,-0.0684521390528732,0.000738767846027572,-0.150257076405613,-0.115493850099395,0.223762528261732,0.246211532887689,-0.342909406175845,-0.0145033907747721,0.0417843622823403,-0.193557274270489,-0.0953616431470772,0.334372937944794,0.146284193224737,0.151690224596165,-0.0399427597639795,-0.0225405954286201,0.0425585464589422,0.295148953087719
4745,1.09619031690819,1.39631505973896,-0.191263808536405,0.297914582389413,-0.0452008699700099,0.00663892401402204,0.126016099601252,-0.00675994163902292,-0.0515503080481973,-0.0744171116944993,-0.0610341451369955,0.0680849648176802,0.033956396038574,-0.024119679749144,2.23896658272356,0.0603270692002944,0.0897150972795328,-0.104836326454683,-0.219413858776642,-0.387343832171348,-0.0459724509620688,-0.204927801685188,0.0898003852354067,-0.861500737819314,0.219450802777977,-0.0965407280782257,-0.0974414744190102,0.0117879059717146,0.10352354514595,-0.0853560465646954,0.175018566896578,-0.113230979242696,0.00178784470803597,0.00610170679117184,-0.0791176231178147
