"cluster","mean","stdev","intercept","C1","C2","C3","C4","C5","C6","E1","E2","E3","E4","E5","E6","O1","O2","O3","O4","O5","O6","N1","N2","N3","N4","N5","N6","A1","A2","A3","A4","A5","A6","gender","age"
263,1.08606114868111,0.702867340235656,0.430354930779765,1.18011587684314,0.0773605115683387,-0.11722470365903,-0.304249130338252,0.118162689618787,-0.287723353714132,-0.425433515871181,-0.0844109715519076,0.228180261379014,0.191512656255192,0.251000130212751,-0.239495761338383,0.0751083689722435,0.0793090503266875,-0.462460174919115,-0.218949068516986,0.286619331465356,0.113331124358008,0.0505922327476812,0.00900507313982321,-0.106071132175208,0.461932332687869,0.1330113256276,-0.308773966973437,-0.0904554560939118,0.2531152487859,0.133398050830984,0.0389346832563535,-0.436661153054424,-0.0145317736201534,-0.072077952017059,-0.076028456346577
265,1.31626895314665,0.714985538887815,0.977612664489224,0.955184438008291,-0.0803299518246351,0.0059979484331492,-0.0902121710169054,-0.0875359915696725,-0.433657082506576,0.175838607620928,-0.456572481316933,0.278753920554997,0.0936478124137214,0.111665471251278,-0.362899774315859,-0.160573030355229,0.0448577726739598,-0.107456085881347,-0.48533954213931,-0.0469410069905574,0.194993231947121,0.302820377001222,0.280572508470856,0.145852897306312,0.106633996184531,-0.0907451285344038,-0.106581333944247,-0.200861064019913,-0.317758320230437,-0.0625361791833889,0.181419310854193,-0.478848976634789,0.265907803704144,-0.183571736755348,0.219051374793233
4919,1.37026884318387,0.772729321650196,0.553261443028672,1.02275952939014,-0.139911317716381,-0.310905546945822,-0.0929722863457144,0.0237083921293468,-0.049412532446024,-0.129661488050864,0.168722264914739,0.378409685173449,0.103590136049234,0.00483244533681042,0.130180478340804,0.211384321882523,0.148843922964103,-0.101204886618502,-0.0737902707009286,-0.00403099140434903,0.192585335143852,-0.0558926046810213,-0.215965856519173,0.223013608699325,0.257985278609549,-0.160132353505793,0.0189229948081456,-0.303897912321118,0.0835383288353155,0.555535175262708,0.152944781611459,-0.828652959577202,-0.00172083161086074,0.108765972220676,0.0763513990458864
6395,1.36930632521661,0.719153017671278,0.657821365700486,0.753454349287532,-0.00804486266527635,0.0788982005605367,-0.0603765843538982,-0.0945294515307371,-0.149315881707892,-0.387451734676139,0.0336286953603098,0.161254001169634,0.0265068900875116,-0.105929472236028,-0.0658004746805117,-0.0796634814099638,0.00693157156331807,-0.378877800309818,-0.206472732975111,0.0667788800909707,0.128899173063435,0.842325884118935,0.333168716054135,-0.00926796134749023,-0.0211328177620112,0.323211615397414,0.045896014532817,-0.113056256521526,0.024173917402131,0.177971309329539,0.269391740066607,-0.145288557772065,-0.095305908963202,-0.135869431142195,-0.411766891869533
234,1.4119559781093,0.680201905299666,0.38562617170696,0.622723652013154,0.349104918873786,0.0384936116442599,0.00149181222841216,0.371658836312982,0.257372968640583,0.268134573590552,-0.218840318191115,0.391997857068237,0.0793008148712474,0.0348090419699059,-0.00330468052336021,0.454161081642191,0.0731771785868963,-0.167289536291358,-0.404718099797681,0.07785252034695,0.0473411184008256,0.0739740300537076,0.0152686996690224,0.495651507887491,0.31574374508735,-0.149829867344446,0.187425604162667,-0.188376123003974,-0.100100558421323,0.284497883296421,-0.0663969276055876,-0.198250249027456,0.0853197009164846,0.0369179478605195,-0.639076052135744
461,1.41347808773818,0.558993290155368,0.523674660852301,0.689776104312642,0.31203678755667,0.0905642317459312,0.0262494138247423,0.24013770528554,0.162732188299165,0.00738498432526516,-0.0152283975342835,0.254845322546389,-0.23813481948402,-0.195490544426981,-0.0765151505907114,0.18235310287784,0.155405928325012,-0.0546471453816577,-1.78926167330833e-07,0.166283824503268,-0.171551646392974,0.192943053273276,-0.0522661008847165,0.194751530706307,0.110031242282497,-0.006669326849357,0.383769752709271,-0.218395477560364,0.129648040501719,0.232224665223965,-0.0277610162768642,-0.214394687924097,0.121427409917004,0.015733757946881,-0.106053660288579
6456,0.42620413954199,0.721745619762085,0.304230028140123,0.38355787821634,0.0523218505693384,-0.0868949059489539,0.742651567539175,-0.116941867973905,-0.009979964552406,-0.314689425152299,0.10647023142549,0.225258166160845,0.320546102529455,0.23404758780161,-0.381157318606864,-0.0496421450262987,0.0501655905076292,-0.414834467198131,-0.523558666094366,0.263587479347109,0.130434988218396,-0.124266232680392,-0.016165790915254,0.458021741438626,-0.138196603752234,0.0695030285533909,-0.0733568965899775,-0.105378565203964,-0.134278137818528,0.273935913976079,-0.545854565048816,-0.412304970989475,0.178822322681452,-0.0716434125654182,-0.448678161693277
4256,1.46146816394359,0.727291162155881,0.386085851746142,0.791712803426036,0.506910905796902,0.473341131374046,0.217986902709727,-0.313008380469403,0.258954959057541,-0.231255567041921,0.102759843274499,0.193990570007417,-0.025041515202202,0.205902191985089,-0.149133609250017,0.437977969958581,-0.154512110001979,0.235169865841617,-0.176128576908217,0.123214294956643,-0.0270140940335334,0.507679582542727,0.27706451465183,0.163157526073593,-0.0437852197516004,-0.0376265329911595,-0.161047889496629,-0.14768355771187,-0.258920111099043,0.356732344691956,-0.0586865327417041,-0.296970649338559,0.00714652869851442,0.0239003607962134,0.111115942721634
4263,1.59200725178832,0.680164528629907,0.479380820236641,0.936796711541843,0.130449922976609,0.395732368436985,-0.0124009130081764,-0.296433059034316,0.310016834773719,-0.155483498777248,-0.204060294641098,0.552060478647907,-0.0437832403219739,0.111796841142591,-0.0847466400204296,0.25759306056655,0.141749396088749,0.0695332382149685,-0.207307041894865,0.213416080107781,0.0759713778179847,0.388112165917144,0.142249237103388,-0.172723096449305,-0.173519279500027,-0.0170567804545632,0.118000532930081,-0.164149390170154,-0.0321371617963766,0.0570286781535463,0.0214262146163044,-0.191675154371763,-0.00903688033671208,0.0567976186347322,-0.127336363772928
4264,1.23134676017525,0.678762306844995,0.316928614361251,0.814217795401058,0.494056769162718,0.164888953874403,0.229536221392411,-0.605477189532294,0.00652496936422198,-0.115782930901605,-0.176847201921803,0.305772915642029,-0.104326408196402,0.134049234954387,0.077103000884144,0.117985516667895,0.0501752009353639,0.104960431207402,-0.0629771472419869,0.0867361561240086,-0.0433219680439872,0.18355120211333,0.410633254896671,0.284638511602236,0.242707573981488,-0.0991424680979301,-0.0300888584707956,-0.336004388692544,-0.0730277867392009,0.160170821657348,0.137260430844417,-0.284536831765248,0.137230653438405,-0.04704902069207,0.444125256394116
