personality_type,611,612,636,638,806,1074,1165,1185,1406,376,6468,7017,1735,1736,1786,1787,1788,1646,1647,8160,8163,2315,2316,2317,2318,2320,2352,2353,2377,347,7637,7032,7062,1586,1587,3593,5590,5817,5824,5889,5822,5827,5830,5831,5460,5838,5906,1744,6098,6100,1655,8320,5384,5385,8243,8319,8321
501,0.498628358,0.4266889,0.691362661,0.639641901,0.791795445,0.749172829,0.825858334,0.793222263,0.792430047,0.77009753,0.79136024,0.598037181,0.626928542,0.81356541,0.807973556,0.818078561,0.812111621,0.785958201,0.80565305,0.8055422,0.787980423,0.703940026,0.710671672,0.661312448,0.717987515,0.774758392,0.468080725,0.636729587,0.748201452,0.527148366,0.470462267,0.416493112,0.367932406,0.320459982,0.30648545,0.181411239,0.415267259,0.300377802,0.341113583,0.28048626,0.428724938,0.40260252,0.325047359,0.453181266,0.336541582,0.229020651,0.234254867,0.479218373,0.417064764,0.425999864,0.393019668,0.29648299,0.691148685,0.66608173,0.823898347,0.79613318,0.765304087
502,0.51514253,0.546541641,0.452129702,0.35654097,0.289585626,0.42923378,0.270234942,0.347231007,0.328224719,0.447101943,0.23171525,0.402624762,0.530229872,0.349189191,0.277396215,0.299410406,0.28104636,0.30213628,0.291824553,0.361636574,0.386650662,0.554798267,0.519911858,0.542022571,0.533858317,0.453061652,0.593341506,0.505317749,0.510502589,0.603155045,0.665291958,0.734928898,0.758705615,0.797808464,0.7753193,0.775538629,0.675114176,0.742747775,0.795695631,0.644750681,0.641257835,0.732731811,0.680032909,0.68222766,0.788777449,0.808712581,0.806705061,0.687183545,0.718405181,0.730634777,0.781449643,0.813758606,0.252335212,0.280605811,0.257546067,0.218905105,0.215302407
503,0.486555176,0.443749141,0.212639842,0.332655663,0.383254573,0.288808886,0.425043141,0.324450943,0.366355611,0.273754069,0.516990887,0.491793721,0.267212966,0.342235537,0.461387796,0.434303082,0.446978305,0.381519836,0.416544798,0.33070956,0.354287976,0.237369368,0.2178156,0.210661107,0.199646849,0.264633419,0.357860834,0.355118026,0.22930723,0.357010913,0.359045002,0.338407826,0.371390513,0.276912199,0.332225078,0.496498666,0.390303354,0.26397439,0.303677472,0.28974025,0.222850812,0.233118782,0.295993779,0.259062686,0.214212208,0.308983291,0.336192986,0.313607755,0.360604377,0.267981942,0.33382605,0.312967485,0.605766285,0.642252066,0.452997989,0.569262614,0.597113171
